First_name,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
Louis,Smolka,Da Last Samurai,175.26,125,68,right-handed,15,5,0,20,0.75
Richie,Smullen, ,175.26,155,68,right-handed,3,1,1,5,0.7
Denis,Sobolev, ,190.5,216,NA,right-handed,4,7,0,11,0.363636364
Renato,Sobral,Babalu,185.42,205,75,right-handed,36,9,0,45,0.8
Rameau Thierry,Sokoudjou,The African Assassin,177.8,205,78,right-handed,12,10,0,22,0.545454545
Joe,Son, ,162.56,236,NA,right-handed,0,4,0,4,0
Jin,Soo Son, ,167.64,135,69,right-handed,9,3,0,12,0.75
Emiliano,Sordi,He-Man,187.96,205,NA,right-handed,16,6,0,22,0.727272727
Sean,Soriano, ,175.26,145,70,right-handed,8,3,0,11,0.727272727
Dmitry,Sosnovskiy,Wicked Machine,190.5,240,77,right-handed,11,0,0,11,1
George,Sotiropoulos, ,177.8,155,71,right-handed,14,6,0,20,0.7
Greg,Soto, ,180.34,170,73,right-handed,8,2,0,10,0.8
Joe,Soto,One Bad Mofo,167.64,135,65,right-handed,18,7,0,25,0.72
Andre,Soukhamthath,The Asian Sensation,175.26,135,70,right-handed,13,6,0,19,0.684210526
Bobby,Southworth, ,187.96,205,NA,right-handed,10,6,0,16,0.625
Jacare,Souza,Jacare,185.42,185,72,right-handed,26,6,0,32,0.8125
Kevin,Souza,Kevin,182.88,145,74,right-handed,19,4,0,23,0.826086957
Chris,Spang,The Kiss,187.96,170,NA,right-handed,5,2,0,7,0.714285714
Ryan,Spann,Superman,195.58,205,81,right-handed,15,5,0,20,0.75
Tommy,Speer, ,177.8,170,71,right-handed,19,5,0,24,0.791666667
Patrick,Speight, ,185.42,170,NA,right-handed,7,3,0,10,0.7
Sam,Spengler,The Ram,180.34,185,NA,right-handed,4,2,0,6,0.666666667
Mario,Sperry,Zen Machine,187.96,205,NA,right-handed,13,4,0,17,0.764705882
Eric,Spicely,Zebrinha,185.42,185,73,right-handed,10,5,0,15,0.666666667
Daniel,Spitz,The Daddy Long Legs,200.66,245,82,right-handed,6,2,0,8,0.75
Pete,Spratt,The Secret Weapon,175.26,170,NA,right-handed,23,21,0,44,0.522727273
Austin,Springer, ,172.72,145,71,right-handed,10,3,0,13,0.769230769
Georges,St-Pierre,Rush,180.34,185,76,right-handed,26,2,0,28,0.928571429
Bobby,Stack, ,175.26,155,NA,right-handed,8,2,0,10,0.8
Andreas,Stahl,Real Steel,180.34,170,73,right-handed,9,2,0,11,0.818181818
Cody,Stamann,The Spartan,167.64,135,64,right-handed,17,2,0,19,0.894736842
Cristina,Stanciu,Barbie,160.02,115,64,right-handed,5,2,0,7,0.714285714
Brian,Stann,All American,185.42,205,74,right-handed,12,6,0,18,0.666666667
Dion,Staring,Soldier,185.42,235,NA,right-handed,24,8,0,32,0.75
Clifford,Starks, ,182.88,185,77,right-handed,8,2,0,10,0.8
Kalib,Starnes, ,190.5,185,74,right-handed,12,7,1,20,0.625
Laureano,Staropoli,Pepi,182.88,170,NA,right-handed,8,1,0,9,0.888888889
Damian,Stasiak,Webster,165.1,135,70,right-handed,10,6,0,16,0.625
Dominique,Steele,Non-Stop Action-Packed,177.8,170,74,right-handed,14,9,0,23,0.608695652
Steve,Steinbeiss,The Hooligan,190.5,185,75,right-handed,7,4,0,11,0.636363636
Ray,Steinbeiss,Ipswitch Cobra,180.34,170,NA,right-handed,14,7,0,21,0.666666667
Dmitri,Stepanov, ,190.5,217,NA,right-handed,0,1,0,1,0
Jeremy,Stephens,Lil' Heathen,172.72,145,71,right-handed,28,15,0,43,0.651162791
Aljamain,Sterling,Funk Master,170.18,135,71,right-handed,16,3,0,19,0.842105263
Joe,Stevenson,Daddy,170.18,145,70,right-handed,31,14,0,45,0.688888889
Maia,Stevenson, ,162.56,115,62,right-handed,6,5,0,11,0.545454545
Luke,Stewart, ,180.34,170,NA,right-handed,6,3,0,9,0.666666667
Darren,Stewart,The Dentist,182.88,185,74,right-handed,9,4,0,13,0.692307692
Kyle,Stewart,Gunz Up,182.88,170,76,right-handed,7,0,0,7,1
Dan,Stittgen,The Anvil,185.42,170,NA,right-handed,7,3,0,10,0.7
Denis,Stojnic, ,182.88,245,NA,right-handed,9,3,0,12,0.75
Darko,Stosic, ,182.88,205,76,right-handed,13,1,0,14,0.928571429
Sam,Stout,Hands of Stone,175.26,155,70,right-handed,21,12,1,34,0.632352941
Dave,Strasser, ,177.8,170,NA,right-handed,25,8,4,37,0.72972973
Gerald,Strebendt,The Finishing Machine,175.26,155,NA,right-handed,9,7,0,16,0.5625
Sean,Strickland,Tarzan,185.42,170,76,right-handed,20,3,0,23,0.869565217
Hans,Stringer, ,190.5,205,73,right-handed,22,7,3,32,0.734375
Stefan,Struve,Skyscraper,210.82,265,84,right-handed,32,11,0,43,0.744186047
Masanori,Suda, ,175.26,183,NA,right-handed,22,11,3,36,0.652777778
Genki,Sudo,Neo-Samurai,175.26,155,NA,right-handed,15,4,2,21,0.761904762
Daisuke,Sugie,Amazon,167.64,160,NA,right-handed,10,8,1,19,0.552631579
George,Sullivan,The Silencer,182.88,170,73,right-handed,17,7,0,24,0.708333333
Amar,Suloev, ,175.26,183,NA,right-handed,24,7,0,31,0.774193548
Jason,Suttie,Nobunaga,182.88,210,NA,right-handed,0,1,0,1,0
Joel,Sutton, ,180.34,205,NA,right-handed,2,4,1,7,0.357142857
Cub,Swanson, ,172.72,145,70,right-handed,25,10,0,35,0.714285714
Mike,Swick,Quick,185.42,170,77,right-handed,15,6,0,21,0.714285714
Floyd,Sword, ,182.88,185,NA,right-handed,12,3,0,15,0.8
Bentley,Syler,Dr. Bolivia,162.56,125,68,right-handed,5,1,0,6,0.833333333
Leo,Sylvest,Lethal,180.34,205,NA,right-handed,10,26,0,36,0.277777778
Tim,Sylvia,The Maine-iac,203.2,265,80,right-handed,30,7,0,37,0.810810811
Osamu,Tachihikari, ,195.58,300,NA,right-handed,0,4,0,4,0
Eugenio,Tadeu, ,172.72,160,NA,right-handed,2,3,0,5,0.4
Khalid,Taha,The Warrior,165.1,145,69,right-handed,12,2,0,14,0.857142857
Mairbek,Taisumov,Beckan,175.26,155,73,right-handed,27,5,0,32,0.84375
Hiroyuki,Takaya,Streetfight Bancho,167.64,139,NA,right-handed,16,10,1,27,0.611111111
Yoshihiro,Takayama, ,195.58,280,NA,right-handed,1,4,0,5,0.2
Oleg,Taktarov,The Russian Bear,182.88,210,NA,right-handed,17,5,2,24,0.75
Nordine,Taleb, ,185.42,170,74,right-handed,14,6,0,20,0.7
Tsuyoshi,Tamakairiki, ,182.88,220,NA,right-handed,0,3,0,3,0
Akitoshi,Tamura,The Ironman,175.26,135,70,right-handed,16,11,2,29,0.586206897
Issei,Tamura, ,165.1,135,63,right-handed,7,4,0,11,0.636363636
Jason,Tan, ,177.8,170,NA,right-handed,5,3,0,8,0.625
Michinori,Tanaka, ,165.1,135,67,right-handed,11,3,0,14,0.785714286
Evan,Tanner, ,182.88,185,74,right-handed,32,8,0,40,0.8
Manny,Tapia,The Mangler,165.1,135,67,right-handed,11,4,1,16,0.71875
Miesha,Tate,Cupcake,167.64,135,65,right-handed,18,7,0,25,0.72
Thiago,Tavares, ,170.18,145,68,right-handed,24,7,1,32,0.765625
Brad,Tavares, ,185.42,185,74,right-handed,17,6,0,23,0.739130435
Paul,Taylor,Relentless,182.88,155,72,right-handed,11,6,1,18,0.638888889
Jesse,Taylor,JT Money,182.88,170,73,right-handed,33,15,0,48,0.6875
Louis,Taylor,BeastMode,180.34,185,74,right-handed,11,3,0,14,0.785714286
Danielle,Taylor,Dynamite,152.4,115,60,right-handed,9,4,0,13,0.692307692
James,Te Huna, ,187.96,185,75,right-handed,18,9,0,27,0.666666667
Shawn,Teed, ,195.58,265,79,right-handed,5,1,0,6,0.833333333
Glover,Teixeira, ,187.96,205,76,right-handed,27,7,0,34,0.794117647
John,Teixeira,Macapa,170.18,145,NA,right-handed,14,1,1,16,0.90625
Tra,Telligman,Trauma,187.96,233,NA,right-handed,7,5,1,13,0.576923077
James,Terry,Intensity,177.8,170,NA,right-handed,16,8,0,24,0.666666667
Daniel,Teymur,Kid Dynamite,165.1,145,69,right-handed,6,2,0,8,0.75
Jason,Thacker, ,177.8,185,NA,right-handed,0,1,0,1,0
Elias,Theodorou,The Spartan,185.42,185,75,right-handed,17,2,0,19,0.894736842
Nik,Theotikos, ,NA,185,NA,right-handed,6,2,0,8,0.75
Paulo,Thiago, ,180.34,170,73,right-handed,15,8,0,23,0.652173913
Din,Thomas,Dinyero,175.26,155,NA,right-handed,25,8,0,33,0.757575758
Ryan,Thomas,The Tank Engine,182.88,170,NA,right-handed,12,7,0,19,0.631578947
Noah,Thomas, ,175.26,135,NA,right-handed,14,7,0,21,0.666666667
Nick,Thompson,The Goat,185.42,170,74,right-handed,38,14,1,53,0.726415094
James,Thompson,The Colossus,195.58,265,NA,right-handed,16,14,0,30,0.533333333
Oli,Thompson, ,185.42,242,75,right-handed,9,4,0,13,0.692307692
Stephen,Thompson,Wonderboy,182.88,170,75,right-handed,14,3,1,18,0.805555556
Josh,Thomson,The Punk,177.8,155,71,right-handed,21,8,0,29,0.724137931
Simeon,Thoresen,The Grin,185.42,170,79,right-handed,17,4,1,22,0.795454545
Nolan,Ticman, ,167.64,125,69,right-handed,4,3,0,7,0.571428571
Hideo,Tokoro, ,170.18,135,NA,right-handed,30,25,1,56,0.544642857
Tyler,Toner, ,172.72,145,70,right-handed,12,3,0,15,0.8
James,Toney,Lights Out,175.26,220,NA,right-handed,0,1,0,1,0
Masanori,Tonooka, ,172.72,185,NA,right-handed,1,2,0,3,0.333333333
Anthony,Torres,The Crush,172.72,170,NA,right-handed,5,2,0,7,0.714285714
Miguel,Torres, ,175.26,135,76,right-handed,39,5,0,44,0.886363636
Ronys,Torres, ,170.18,155,NA,right-handed,22,4,0,26,0.846153846
Tecia,Torres,The Tiny Tornado,154.94,115,60,right-handed,10,3,0,13,0.769230769
Alex,Torres,Rolo,177.8,145,70,right-handed,2,2,0,4,0.5
Jose,Torres,Shorty,162.56,125,65,right-handed,8,1,0,9,0.888888889
Salim,Touahri,Grizzly,177.8,170,72,right-handed,10,3,0,13,0.769230769
Roberto,Traven,Spider,190.5,227,NA,right-handed,6,4,1,11,0.590909091
Francisco,Trevino,Sitkayan,175.26,155,70,right-handed,12,2,0,14,0.857142857
Michael,Trizano,The Lone Wolf,180.34,155,73,right-handed,9,0,0,9,1
Tor,Troeng,The Hammer,187.96,185,77,right-handed,16,7,1,24,0.6875
Abel,Trujillo,Killa,172.72,155,70,right-handed,15,8,0,23,0.652173913
Chris,Tuchscherer,The Crowbar,187.96,258,76,right-handed,21,4,0,25,0.84
Jon,Tuck,Super Saiyan,180.34,155,73,right-handed,10,5,0,15,0.666666667
Jumabieke,Tuerxun,Leopard,170.18,135,67,right-handed,17,3,1,21,0.833333333
Tom,Tuggle,The Law,187.96,250,NA,right-handed,0,3,0,3,0
Zubaira,Tukhugov,Warrior,172.72,145,68,right-handed,18,4,0,22,0.818181818
Teila,Tuli, ,182.88,430,NA,right-handed,0,1,0,1,0
Albert,Tumenov,Einstein,180.34,170,73,right-handed,17,4,0,21,0.80952381
Ricky,Turcios,Pretty,175.26,135,71,right-handed,8,1,0,9,0.888888889
Austin,Tweedy,Flash,175.26,155,68,right-handed,10,1,0,11,0.909090909
Marcin,Tybura,Tybur,190.5,249,78,right-handed,17,4,0,21,0.80952381
Papy,Abedi,Makambo,180.34,185,74,left-handed,9,3,0,12,0.75
Scott,Adams, ,182.88,225,NA,left-handed,8,1,0,9,0.888888889
Hitomi,Akano,Girlfight Monster,162.56,135,NA,left-handed,18,8,0,26,0.692307692
Iuri,Alcantara,Marajo,175.26,135,71,left-handed,35,10,0,45,0.777777778
JJ,Aldrich, ,165.1,115,67,left-handed,7,2,0,9,0.777777778
Marcio,Alexandre Junior,Lyoto,182.88,185,75,left-handed,17,4,0,21,0.80952381
Arnold,Allen,Almighty,172.72,145,70,left-handed,13,1,0,14,0.928571429
Thomas,Almeida,Thominhas,170.18,135,70,left-handed,22,3,0,25,0.88
Amilcar,Alves, ,182.88,170,NA,left-handed,11,4,0,15,0.733333333
Sam,Alvey,Smile'N,187.96,205,75,left-handed,33,11,0,44,0.75
Maiara,Amanajas dos Santos, ,165.1,115,NA,left-handed,7,3,0,10,0.7
Jimmy,Ambriz,The Titan,187.96,315,NA,left-handed,15,18,1,34,0.455882353
Makwan,Amirkhani,Mr. Finland,177.8,145,72,left-handed,14,3,0,17,0.823529412
Eryk,Anders,Ya Boi,185.42,185,75,left-handed,11,3,0,14,0.785714286
Matt,Andersen, ,187.96,230,NA,left-handed,14,8,1,23,0.630434783
Shinya,Aoki,Tobikan Judan,180.34,154,NA,left-handed,30,5,0,35,0.857142857
Josh,Appelt,The Juggernaut,177.8,255,73,left-handed,15,6,0,21,0.714285714
Kenji,Arai, ,177.8,145,NA,left-handed,15,15,5,35,0.5
Julio,Arce, ,170.18,145,70,left-handed,15,3,0,18,0.833333333
Akbarh,Arreola,El Caballero,177.8,155,71,left-handed,23,10,1,34,0.691176471
Gilles,Arsene, ,175.26,190,NA,left-handed,1,1,0,2,0.5
Scott,Askham, ,190.5,185,75,left-handed,14,4,0,18,0.777777778
Olivier,Aubin-Mercier,The Canadian Gangster,175.26,155,70,left-handed,12,4,0,16,0.75
Roger,Zapata,Viva,180.34,170,74,left-handed,4,3,0,7,0.571428571
Zhang,Lipeng,The Warrior,180.34,155,71,left-handed,9,9,1,19,0.5
Cat,Zingano,Alpha,167.64,135,68,left-handed,10,3,0,13,0.769230769
Alexander,Yakovlev,Thunder of the North,190.5,170,74,left-handed,23,8,1,32,0.734375
Keiichiro,Yamamiya, ,180.34,185,NA,left-handed,40,27,10,77,0.584415584
Yoshihisa,Yamamoto, ,187.96,220,NA,left-handed,14,24,1,39,0.371794872
Norifumi,Yamamoto,Kid,162.56,135,66,left-handed,18,6,0,24,0.75
Takeshi,Yamazaki, ,172.72,139,NA,left-handed,15,12,3,30,0.55
Dongi,Yang,The Ox,177.8,185,71,left-handed,13,3,0,16,0.8125
Andre,Walker, ,180.34,205,NA,left-handed,1,5,0,6,0.166666667
Sai,Wang,The Fire Kylin,182.88,170,72,left-handed,8,5,1,14,0.607142857
Merritt,Warren, ,177.8,155,NA,left-handed,3,3,0,6,0.5
Mark,Weir,The Wizard,187.96,185,NA,left-handed,20,18,1,39,0.525641026
Sheldon,Westcott, ,185.42,170,71,left-handed,10,3,1,14,0.75
Vernon,White,Tiger,182.88,205,NA,left-handed,26,33,2,61,0.442622951
Alex,White,The Spartan,182.88,155,71,left-handed,12,5,0,17,0.705882353
Rob,Whiteford,The Hammer,175.26,145,69,left-handed,12,4,0,16,0.75
Orlando,Wiet,The Gladiator,177.8,170,NA,left-handed,1,5,0,6,0.166666667
Jonathan,Wiezorek, ,190.5,250,NA,left-handed,11,2,0,13,0.846153846
Jordan,Williams,Bomaye,182.88,185,75,left-handed,7,2,0,9,0.777777778
Justin,Willis,Big Pretty,185.42,264,78,left-handed,8,1,0,9,0.888888889
Jonathan,Wilson,Johnny Bravo,187.96,205,75,left-handed,7,3,0,10,0.7
Eric,Wisely,Little Lee,172.72,145,NA,left-handed,19,8,1,28,0.696428571
Lloyd,Van Dams, ,185.42,240,NA,left-handed,0,1,0,1,0
Yuri,Vaulin, ,193.04,197,NA,left-handed,0,1,0,1,0
Javier,Vazquez,Showtime,170.18,145,69,left-handed,16,5,0,21,0.761904762
Bojan,Velickovic,Serbian Steel,182.88,170,76,left-handed,15,6,1,22,0.704545455
Bryan,Vetell, ,190.5,265,NA,left-handed,4,3,0,7,0.571428571
Marvin,Vettori,The Italian Dream,182.88,185,74,left-handed,12,4,1,17,0.735294118
Jacob,Volkmann,Christmas,175.26,155,71,left-handed,15,4,0,19,0.789473684
Ryuki,Ueyama, ,180.34,180,NA,left-handed,11,13,5,29,0.465517241
Caol,Uno,Uno Shoten,170.18,155,70,left-handed,26,15,5,46,0.619565217
Elias,Urbina, ,190.5,185,77,left-handed,3,1,0,4,0.75
Nick,Urso, ,167.64,125,66,left-handed,10,3,0,13,0.769230769
Yasuhiro,Urushitani, ,165.1,125,NA,left-handed,19,6,6,31,0.709677419
Humberto,Bandenay, ,180.34,145,NA,left-handed,14,6,0,20,0.7
Bryan,Barberena,Bam Bam,182.88,170,72,left-handed,14,5,0,19,0.736842105
Jose,Barreto, ,NA,185,NA,left-handed,0,1,0,1,0
Alexandre,Barros,Baixinho,175.26,170,NA,left-handed,18,8,0,26,0.692307692
Rudy,Bears, ,180.34,170,NA,left-handed,13,11,0,24,0.541666667
Lyle,Beerbohm,Fancy Pants,177.8,155,NA,left-handed,15,2,0,17,0.882352941
Vitor,Belfort,The Phenom,182.88,185,74,left-handed,26,14,0,40,0.65
Joseph,Benavidez, ,162.56,125,65,left-handed,26,5,0,31,0.838709677
Gabriel,Benitez,Moggly,172.72,145,71,left-handed,21,7,0,28,0.75
Lance,Benoist, ,180.34,170,73,left-handed,7,2,0,9,0.777777778
Dan,Bobish, ,187.96,345,NA,left-handed,17,9,0,26,0.653846154
Martin,Bravo,El Toro,172.72,145,71,left-handed,12,2,0,14,0.857142857
Tom,Breese, ,190.5,185,73,left-handed,11,1,0,12,0.916666667
Marcus,Brimage,The Bama Beast,162.56,135,71,left-handed,7,5,0,12,0.583333333
Jonathan,Brookins, ,182.88,145,73,left-handed,14,6,0,20,0.7
Jules,Bruchez, ,182.88,205,NA,left-handed,1,2,0,3,0.333333333
Derek,Brunson, ,185.42,185,77,left-handed,18,7,0,25,0.72
Todd,Butler, ,185.42,200,NA,left-handed,1,4,0,5,0.2
Alex,Caceres,Bruce Leeroy,177.8,145,73,left-handed,14,11,0,25,0.56
Mike,Campbell,The Beast,175.26,155,NA,left-handed,9,4,0,13,0.692307692
Wagner,Campos,Galeto,167.64,145,NA,left-handed,11,4,0,15,0.733333333
Carlos,Candelario,The Cannon,172.72,125,67,left-handed,6,0,0,6,1
Ronaldo,Candido,Pacman,167.64,125,NA,left-handed,6,0,0,6,1
Luiz,Cane,Banha,187.96,185,77,left-handed,12,5,0,17,0.705882353
Guido,Cannetti,Ninja,167.64,135,68,left-handed,8,5,0,13,0.615384615
Chris,Cariaso,Kamikaze,160.02,125,63,left-handed,17,8,0,25,0.68
Shonie,Carter,Mr. International,177.8,170,NA,left-handed,50,27,7,84,0.636904762
Kevin,Casey,King,180.34,185,77,left-handed,9,5,1,15,0.633333333
Bendy,Casimir, ,165.1,145,NA,left-handed,19,11,2,32,0.625
Gil,Castillo, ,175.26,170,NA,left-handed,8,5,0,13,0.615384615
Nick,Catone,The Jersey Devil,182.88,185,72,left-handed,10,4,0,14,0.714285714
Donnie,Chappell, ,180.34,178,NA,left-handed,0,1,0,1,0
Joe,Charles,The Ghetto Man,185.42,260,NA,left-handed,6,13,0,19,0.315789474
Michael,Chiesa,Maverick,185.42,155,75,left-handed,14,4,0,18,0.777777778
Rich,Clementi,No Love,175.26,155,72,left-handed,40,20,1,61,0.663934426
John,Cofer,The Potter,175.26,155,73,left-handed,7,4,0,11,0.636363636
Michael,Cora,Kookie Monster,185.42,170,77,left-handed,4,1,0,5,0.8
Nathan,Coy,Soulforce,177.8,170,69,left-handed,15,7,0,22,0.681818182
Paul,Creighton, ,167.64,155,NA,left-handed,3,1,0,4,0.75
Zak,Cummings, ,182.88,185,75,left-handed,21,6,0,27,0.777777778
Ion,Cutelaba,The Hulk,185.42,205,75,left-handed,14,3,0,17,0.823529412
Claudio,Silva,Hannibal,180.34,170,71,left-handed,12,1,0,13,0.923076923
Raymond,Daniels, ,187.96,185,NA,left-handed,0,1,0,1,0
Beneil,Dariush, ,177.8,155,72,left-handed,15,4,1,20,0.775
Marcus,Davis,The Irish Hand Grenade,177.8,170,70,left-handed,20,9,0,29,0.689655172
LC,Davis, ,172.72,135,69,left-handed,17,4,0,21,0.80952381
Shane,del Rosario, ,193.04,250,79,left-handed,11,2,0,13,0.846153846
Jason,DeLucia, ,180.34,190,NA,left-handed,33,21,1,55,0.609090909
Tony,DeSouza, ,182.88,170,70,left-handed,10,4,0,14,0.714285714
Cyrille,Diabate,The Snake,198.12,205,81,left-handed,20,10,3,33,0.651515152
Nick,Diaz, ,185.42,185,76,left-handed,26,9,0,35,0.742857143
Nate,Diaz, ,182.88,170,76,left-handed,20,11,0,31,0.64516129
Adrian,Diaz, ,177.8,145,NA,left-handed,11,4,1,16,0.71875
Drew,Dober, ,172.72,170,70,left-handed,20,8,0,28,0.714285714
Rafael,Dos Anjos, ,172.72,170,70,left-handed,28,11,0,39,0.717948718
Evan,Dunham, ,177.8,155,70,left-handed,18,8,1,27,0.685185185
Bill,Duvall, ,187.96,185,NA,left-handed,1,2,0,3,0.333333333
Mike,Easton,The Hulk,167.64,135,70,left-handed,13,5,0,18,0.722222222
Ross,Ebanez,The Boss,175.26,154,NA,left-handed,20,8,0,28,0.714285714
Brian,Ebersole,Bad Boy,182.88,170,73,left-handed,51,17,1,69,0.746376812
Yves,Edwards, ,175.26,155,73,left-handed,42,22,1,65,0.653846154
Leon,Edwards,Rocky,182.88,170,74,left-handed,16,3,0,19,0.842105263
Tim,Elliott, ,170.18,135,66,left-handed,16,8,1,25,0.66
Ramazan,Emeev,Gorets,177.8,170,76,left-handed,18,3,0,21,0.857142857
Julian,Erosa,Juicy J,185.42,155,75,left-handed,22,7,0,29,0.75862069
Fred,Ettish, ,182.88,180,NA,left-handed,1,1,0,2,0.5
Andre,Ewell,Mr. Highlight,180.34,135,76,left-handed,14,4,0,18,0.777777778
Wagnney,Fabiano,The Silencer,167.64,145,69,left-handed,14,3,0,17,0.823529412
Chance,Farrar, ,175.26,145,NA,left-handed,8,3,0,11,0.727272727
Rodney,Faverus, ,182.88,215,NA,left-handed,25,19,3,47,0.563829787
Cezar,Ferreira,Mutante,185.42,185,78,left-handed,14,7,0,21,0.666666667
Paulo,Filho, ,172.72,185,NA,left-handed,22,4,2,28,0.821428571
Mirko,Cro Cop,Cro Cop,187.96,230,73,left-handed,31,11,2,44,0.727272727
Spencer,Fisher,The King,170.18,155,70,left-handed,25,9,0,34,0.735294118
Luke,Flores,Luke,182.88,155,NA,left-handed,7,1,0,8,0.875
Kenny,Florian,KenFlo,177.8,145,74,left-handed,14,6,0,20,0.7
Jesse,Forbes,Kid Hercules,187.96,185,75,left-handed,15,5,0,20,0.75
Rich,Franklin,Ace,185.42,185,75,left-handed,29,7,0,36,0.805555556
Justin,Frazier,The Grizzly Bear,182.88,265,75,left-handed,11,3,0,14,0.785714286
Clay,French, ,170.18,161,NA,left-handed,19,6,0,25,0.76
Sarah,Frota,A Treta,167.64,115,NA,left-handed,9,0,0,9,1
Jesse,Fujarczyk,The Ronin,193.04,225,NA,left-handed,3,2,0,5,0.6
Riki,Fukuda, ,182.88,185,73,left-handed,19,7,0,26,0.730769231
Masakatsu,Funaki, ,182.88,185,NA,left-handed,39,13,1,53,0.745283019
Ricardo,Funch,Golden Boy,177.8,170,76,left-handed,8,4,0,12,0.666666667
Mitch,Gagnon, ,165.1,135,65,left-handed,12,4,0,16,0.75
Tom,Gallicchio,Da Tank,177.8,170,73,left-handed,19,11,0,30,0.633333333
Sean,Gannon,The Cannon,190.5,265,NA,left-handed,2,1,0,3,0.666666667
Elias,Garcia, ,165.1,125,67,left-handed,6,2,0,8,0.75
Kelvin,Gastelum, ,175.26,185,71,left-handed,16,3,0,19,0.842105263
Chad,George,Savage,167.64,135,68,left-handed,13,6,0,19,0.684210526
Joe,Giannetti,Skeletor,182.88,155,74,left-handed,7,1,0,8,0.875
Rick,Glenn,The Gladiator,182.88,145,70,left-handed,21,6,1,28,0.767857143
Clint,Godfrey, ,167.64,135,NA,left-handed,12,3,0,15,0.8
Takanori,Gomi,The Fireball Kid,170.18,155,70,left-handed,35,14,0,49,0.714285714
Fernando,Gonzalez,The Menifee Maniac,175.26,170,68,left-handed,19,11,0,30,0.633333333
Jason,Gonzalez,Nicoya,187.96,155,74,left-handed,11,4,0,15,0.733333333
Tim,Gorman,The Psycho,165.1,135,68,left-handed,9,4,0,13,0.692307692
Royce,Gracie, ,185.42,175,NA,left-handed,14,2,3,19,0.815789474
Royler,Gracie, ,172.72,150,NA,left-handed,5,5,1,11,0.5
Shelton,Graves,The Gravedigger,187.96,255,76,left-handed,7,3,0,10,0.7
Desmond,Green,The Predator,177.8,155,73,left-handed,21,8,0,29,0.724137931
Jordan,Griffin,NativePsycho,177.8,145,72,left-handed,17,5,0,22,0.772727273
John,Halverson,The Hurricane,175.26,155,NA,left-handed,16,7,0,23,0.695652174
Seohee,Ham, ,157.48,115,62,left-handed,16,8,0,24,0.666666667
Kazuhiro,Hamanaka, ,182.88,185,NA,left-handed,5,7,1,13,0.423076923
Joachim,Hansen,Hellboy,170.18,150,NA,left-handed,22,11,1,34,0.661764706
Nasrat,Haqparast, ,177.8,155,72,left-handed,10,2,0,12,0.833333333
Gerald,Harris, ,180.34,185,77,left-handed,19,4,0,23,0.826086957
Walt,Harris,The Big Ticket,195.58,250,77,left-handed,11,7,0,18,0.611111111
Tommy,Hayden,Wild Card,175.26,145,72,left-handed,8,2,0,10,0.8
Nick,Hein,Sergeant,167.64,155,66,left-handed,14,4,0,18,0.777777778
Benson,Henderson,Smooth,175.26,170,70,left-handed,23,5,0,28,0.821428571
Josh,Hendricks, ,187.96,235,NA,left-handed,18,7,0,25,0.72
Johny,Hendricks,Bigg Rigg,175.26,185,69,left-handed,18,8,0,26,0.692307692
Jimy,Hettes,The Kid,175.26,145,71,left-handed,11,3,0,14,0.785714286
Marcus,Hicks,The Wrecking Ball,167.64,155,64,left-handed,9,3,0,12,0.75
Jason,High,The Kansas City Bandit,172.72,155,71,left-handed,19,5,0,24,0.791666667
Matt,Hobar,The Crowbar,177.8,135,70,left-handed,9,3,0,12,0.75
Andrew,Holbrook, ,180.34,155,70,left-handed,12,3,0,15,0.8
Holly,Holm,The Preacher's Daughter,172.72,145,69,left-handed,12,4,0,16,0.75
Rex,Holman,Big Dog,190.5,205,NA,left-handed,4,2,0,6,0.666666667
Chase,Hooper,The Teenage Dream,185.42,145,NA,left-handed,5,0,0,5,1
Darrell,Horcher,The Saint,177.8,155,70,left-handed,13,4,0,17,0.764705882
John,Hosman, ,177.8,135,NA,left-handed,18,8,1,27,0.685185185
Mark,Hughes, ,175.26,205,NA,left-handed,6,2,0,8,0.75
Solomon,Hutcherson,King,180.34,185,NA,left-handed,11,7,0,18,0.611111111
Masakazu,Imanari, ,162.56,139,NA,left-handed,24,9,2,35,0.714285714
Egan,Inoue, ,175.26,190,NA,left-handed,13,8,0,21,0.619047619
Katsuya,Inoue, ,175.26,168,NA,left-handed,19,9,4,32,0.65625
Jason,Ireland,The Irish Tornado,175.26,161,NA,left-handed,18,8,1,27,0.685185185
Mitsuhiro,Ishida,The Endless Warrior,167.64,154,NA,left-handed,20,7,1,28,0.732142857
Teruto,Ishihara,Yashabo,170.18,135,69,left-handed,11,6,2,19,0.631578947
Montel,Jackson,Quik,177.8,135,75,left-handed,6,1,0,7,0.857142857
Jaime,Jara,El Cucui,185.42,205,NA,left-handed,32,10,0,42,0.761904762
Maciej,Jewtuszko,Irokez,182.88,155,NA,left-handed,8,1,0,9,0.888888889
Carls,John De Tomas,CJ,165.1,125,71,left-handed,8,2,0,10,0.8
Phil,Johns, ,157.48,170,NA,left-handed,30,13,1,44,0.693181818
Michael,Johnson,The Menace,177.8,145,73,left-handed,20,13,0,33,0.606060606
Tim,Johnson, ,190.5,265,77,left-handed,12,4,0,16,0.75
Tito,Jones, ,172.72,145,NA,left-handed,7,6,0,13,0.538461538
